RequiredQual,JobDescription,JobRequirment,Title,Combined
"- Higher education in Marketing, Public relations or other related
field;
- At least 1 year of experience in marketing, sales, communications or
public relations; the priority will be given to those candidates who have
working experience in the financ","The Marketing Specialist will develop and implement the
ensuring of the marketing plan of the Organization.","- Participate in the development and implementation of the Organization
marketing plan ensuring the consistency with the overall business plan of
the Organization;
- Create new marketing channels to promote credit products to new and
existing customer",Marketing Specialist,"- Higher education in Marketing, Public relations or other related field; - At least 1 year of experience in marketing, sales, communications or public relations; the priority will be given to those candidates who have working experience in the financial "
"- Higher Legal education;
- 5 years of professional work experience;
- Excellent writing skills;
- Knowledge of Armenian, Russian and English languages;
- Excellent problem solving, analytical and organizational skills;
- High level of commitment;
-","The position is aimed to provide legal assistance to
the company.","- Negotiate, write, and execute agreements and contracts;
- Interpret laws, rulings and regulations;
- Advise executives on contract status, legal risks and business terms of
various deals;
- Research unique legal issues impacting the organization by ",Lawyer,"- Higher Legal education; - 5 years of professional work experience; - Excellent writing skills; - Knowledge of Armenian, Russian and English languages; - Excellent problem solving, analytical and organizational skills; - High level of commitment; - Abili"
"- At least 2 years of experience in developing Java web-based
applications;
- Strong Java and Spring/ Spring MVC development experience in a project
setting;
- Experience with JSP, AJAX, JQuery and JavaScript;
- Experience with XML, HTML, CSS, cross-","EPAM Systems is seeking for Senior Java Developers to
join the company's team in developing enterprise-level software
solutions. The company is looking for energetic people who are ready for
new challenges, teamwork, and Agile software development.","- Lead or contribute to the software development effort - subject to
seniority/ experience;
- Participate in all cycles of software design and development;
- Contribute to the quality of coding and assure conformance of source
codes to set standards;",Java Developer,"- At least 2 years of experience in developing Java web-based applications; - Strong Java and Spring/ Spring MVC development experience in a project setting; - Experience with JSP, AJAX, JQuery and JavaScript; - Experience with XML, HTML, CSS, cross-brows"
"- Relevant graduate degree;
- About 4 years of relevant experience;
- Excellent management skills: risk management, planning and forecasting,
monitoring and reporting;
- Fluency in Armenian, Russian and English languages;
- Advanced IT skills with ex","Kecharis Hotel and Resort is looking for a proactive,
motivated and initiative individual to work as a Sales Manager. The Sales
Manager will be responsible for leading the sales department, for revenue
production for the hotel, and meeting or exceeding planned revenue
objectives for occupancy and average daily rate. He/ she should manage
all areas of sales according to hotel standards to achieve a professional
rapport within the local business community. The Sales Manager is a
""hands-on"" manager, actively involved on a daily basis in securing,
qualifying and following up on leads to book specific business. The Sales
Manager's central focus is the sales and development of his/ her sales
team. The Sales Manager should not be required to assume operational
responsibilities, but should spend most of his/ her time selling the
""product""  the hotel.","- Meet or exceed budgeted sales;
- Prepare hotels Annual Marketing plan;
- Prepare departmental budget that correctly reflects the hotels
business plan;
- Forecast occupancy fluctuations and direct selling activities to
maximize revenues; 
- Know th",Sales Manager,"- Relevant graduate degree; - About 4 years of relevant experience; - Excellent management skills: risk management, planning and forecasting, monitoring and reporting; - Fluency in Armenian, Russian and English languages; - Advanced IT skills with excelle"
"- At least 2-3 years of experience in Quality Assurance;
- Experience with Visual Studio test suits is a plus;
- Experience with Microsoft TFS is a plus;
- Good knowledge of technical English language;
- Ability to work independently in an Agile devel","EPAM Systems, Inc. is seeking for a QA Engineer to join
the company's team in developing enterprise-level software solutions
mainly in healthcare industry. The company is looking for energetic
people who are ready for new challenges, teamwork, and Agile software
development.","- Design and create test plan and strategy;
- Work directly with customers, developers and business analysts;
- Design manual and automated tests and maintain the existing ones;
- Execute tests, prepare internal and external reports.",QA Engineer,- At least 2-3 years of experience in Quality Assurance; - Experience with Visual Studio test suits is a plus; - Experience with Microsoft TFS is a plus; - Good knowledge of technical English language; - Ability to work independently in an Agile developme
"- University degree in Accounting or Finance; 
- At least 2-3 years of professional experience;
- Knowledge of the accounting, tax and financial legislation;
- Knowledge of AS accounting software (Armenian Software); 
- Analytical thinking;
- Ability","""Spayka"" LLC is looking for a suitable candidate for
the position of the Chief Accountant in the Financial Department of the
company.","- Perform accounting records, costs, revenues, financial commitments and
obligations in relation to services provided, goods produced and realized
to project future revenues and expenses;
- Receive, monitor, analyze and maintain record keeping of vario",Chief Accountant,"- University degree in Accounting or Finance;  - At least 2-3 years of professional experience; - Knowledge of the accounting, tax and financial legislation; - Knowledge of AS accounting software (Armenian Software);  - Analytical thinking; - Ability to w"
"- Masters degree in Computer Science or related field;
- At least 3 years of experience in project management;
- Good knowledge of Information Technology and Software products;
- Planning and conducting works analysis experience;
- Initiative and deci","""BetArchitect"" LLC is looking for a Project Manager to
be engaged in different long term projects.","- Conduct the complete cycle of works on projects management within the
framework;
- Create communication data centers;
- Define road map of the project;
- Coordinate communicating with all departments involved in operating of
the system, marketing, ",Project Manager,- Masters degree in Computer Science or related field; - At least 3 years of experience in project management; - Good knowledge of Information Technology and Software products; - Planning and conducting works analysis experience; - Initiative and decision
"- University degree;
- At least 2 years of work experience in administrative area;
- Perfect knowledge of Armenian, Russian and English languages;
- Knowledge of Spanish language is a plus;
- Computer literacy (MS Excel, Word and Outlook);
- Discreet","""Haypost"" CJSC is looking for a highly motivated person
to perform the duties of Executive Assistant to management.","- Provide administrative support to management in planning, directing,
controlling and communicating;
- Provide written/ oral translations to management when needed;
- Responsible for important administrative tasks assigned by the
management;
- Prepa",Executive Assistant,"- University degree; - At least 2 years of work experience in administrative area; - Perfect knowledge of Armenian, Russian and English languages; - Knowledge of Spanish language is a plus; - Computer literacy (MS Excel, Word and Outlook); - Discreet, res"
"- University degree in Computer Sciences or Telecommunications
Engineering or related fields; 
- Over 3 years of experience in designing and developing software
products; 
- Very Good C++/ STL programming skills and good knowledge of OOD;
- Familiari","IUNetworks LLC is looking for a Software Developer, T5
Servers Division, who will take part in design and implementation of
advanced software products for IPTV Backend Recorder and Stream Servers.","Specific work elements of the job include but are not limited to:
- Design and implement advanced software products for IPTV Backend
Recorder and Stream Servers;
- Contribute to the quality of coding and assure conformance of source
codes to set standards;
- Participate in all cycles of software design and development.",Software Developer,- University degree in Computer Sciences or Telecommunications Engineering or related fields;  - Over 3 years of experience in designing and developing software products;  - Very Good C++/ STL programming skills and good knowledge of OOD; - Familiarity wi
"- BS or MS in Computer Science or a related field;
- At least 3 years of experience as a QA Engineer;
- Experience with testing high performance systems is a plus;
- Ability to analyze product and project requirements, functional
specifications, and t","IUNetworks LLC is looking for a QA Engineer who will
have the primary responsibility to define test cases, develop test
scripts, execute tests and report the tests results. The incumbent should
provide automation of test cases; work under general supervision;
typically report to a QA Manager. A certain degree of creativity and
self-motivation is required.","Specific work elements of the job include but are not limited to:
- Write test cases throughout the development lifecycle;
- Plan, schedule and perform manual and automated software tests;
- Develop automated regression test suites using automated testing
tools;
- Work closely with software developers to perform early testing on
components prior to integration builds;
- Responsible for defect tracking and bug reporting.",QA Engineer,"- BS or MS in Computer Science or a related field; - At least 3 years of experience as a QA Engineer; - Experience with testing high performance systems is a plus; - Ability to analyze product and project requirements, functional specifications, and techn"
"- Project Management experience in IT and Software Development;
- Experience with management of several projects in parallel;
- Excellent knowledge of English language;
- Strong communication, prioritization, organization, time management,
and delegat","M Systems LLC is seeking an experienced Project
Manager, for development of features both for its own projects and those
ordered by clients.","- Effectively communicate with client side, perform in-depth business
analysis of client needs;
- Create System Requirements Specification, project plan and other
supporting documentation;
- Execute project plan and revise as appropriate to meet chang",Project Manager,"- Project Management experience in IT and Software Development; - Experience with management of several projects in parallel; - Excellent knowledge of English language; - Strong communication, prioritization, organization, time management, and delegation "
"- Excellent communication skills;
- Good oral and written communication skills in Armenian and English
languages, knowledge of Russian language is a plus;
- Basic computer and internet/ e-mail skills;
- Punctual, communicative, open-minded, self-confi","The incumbent will work under the direct supervision of
the company President and be primarily responsible for covering the front
desk.","- Answer telephone calls and inquiries, forward calls to relevant staff
or take messages during their absence;
- Provide interested parties/ visitors with relevant information if
appropriate;
- Greet visitors and guide them to appropriate staff;
- Ma",Receptionist/ Administrative Assistant,"- Excellent communication skills; - Good oral and written communication skills in Armenian and English languages, knowledge of Russian language is a plus; - Basic computer and internet/ e-mail skills; - Punctual, communicative, open-minded, self-confident"
"- BS in Computer Science or any related Technical field;
- At least 6 years of experience in object-oriented design and
development in Java;
- At least 6 years of experience in JEE Application Server;
- WebSphere and/ or JBOSS experience is preferred;","""BetArchitect"" LLC is looking for a Senior Java
Developer to be engaged in different long-term projects.","- Lead small team of developers;
- Develop applications with Java according to technical documentation;
- Participate in all cycles of software design and development;
- Read, understand and modify the existing code;
- Work as part of a software devel",Java Developer,- BS in Computer Science or any related Technical field; - At least 6 years of experience in object-oriented design and development in Java; - At least 6 years of experience in JEE Application Server; - WebSphere and/ or JBOSS experience is preferred; - A
"- University degree, preferably in Linguistics;
- At least 3 years of work experience; previous work experience in
international business organizations (preferably in the construction
field), multi-cultural and diverse environment is desirable; 
- Goo","""Dorozhnik"" LLC is looking for successful candidates to
fill the position of Administrative Assistant.","- Provide administrative support to the management;
- Answer telephone calls and e-mail enquiries; 
- Deal with routine correspondence; 
- Provide written/ oral translations to management when needed;
- Maintain office files;
- Assist to management i",Administrative Assistant,"- University degree, preferably in Linguistics; - At least 3 years of work experience; previous work experience in international business organizations (preferably in the construction field), multi-cultural and diverse environment is desirable;  - Good ve"
"- Bachelors degree in Computer Sciences or a related discipline; higher
degree is a plus;
- Experience in software development: C#, Visual Basic, PHP and SOAP;
- Database development experience: ADO.NET, MS SQL Server 2008R2, T-SQL
and MySQL;
- 2 yea","Haypost CJSC is looking for a qualified and motivated
Software Developer.","- Develop web and desktop applications in accordance with given technical
and functional specifications;
- Assure full conformance of source codes to provided Coding Standards;
- Read, understand and modify the existing code;
- Work as part of a softw",Software Developer,"- Bachelors degree in Computer Sciences or a related discipline; higher degree is a plus; - Experience in software development: C#, Visual Basic, PHP and SOAP; - Database development experience: ADO.NET, MS SQL Server 2008R2, T-SQL and MySQL; - 2 years of"
"- University degree;
- Knowledge of foreign languages: English, Russian;
- At least 3 years of work experience in the relevant field;
- Excellent administrative skills;
- Good working knowledge of computer applications: MS Windows, MS Office,
keyboar","Forum Business Center is looking for an Office Manager
who will be responsible for the administrative work in the business
center.","- Answer telephone calls;
- Provide administrative support to the management;
- Make written and oral translations;
- Deal with correspondence;
- Maintain office files;
- Organize meetings;
- Do all the process connected with the rent agreement.",Office Manager,"- University degree; - Knowledge of foreign languages: English, Russian; - At least 3 years of work experience in the relevant field; - Excellent administrative skills; - Good working knowledge of computer applications: MS Windows, MS Office, keyboarding;"
"- University degree in Medicine or Pharmacy;
- At least 2 years of experience in the pharmaceutical industry; 
- Experience in areas of pediatry or medical nutrition will be
beneficial;
- Fluency in Russian language; knowledge of English language woul","The incumbent will promote medical products of leading
global company in the field of pediatry and medical nutrition.","- Pay regular visits to doctors, pharmacists and administrators to
promote products of the client of Victoria Consulting according to the
plan; 
- Co-ordinate the above mentioned promotional activities with the
Business Unit Manager;
- Keep himself/ ",Medical Representative,- University degree in Medicine or Pharmacy; - At least 2 years of experience in the pharmaceutical industry;  - Experience in areas of pediatry or medical nutrition will be beneficial; - Fluency in Russian language; knowledge of English language would be
"- At least 1 year of working experience with C#/ .NET;
- Bachelor's or higher degree in Computer Sciences, Physics, Mathematics
or related disciplines;
- Good grades in undergraduate and other studies;
- Strong problem-solving skills and ability to be","The incumbent will develop software systems according
to clients' requirements, and continue debugging, enhancing and
maintaining developed systems. Primary responsibilities include data
analyzing skills in combination with developing and debugging database
driven web based enterprise level software using C# programming language
and SQL.","- Develop software code based on the existing design;
- Constantly update technical knowledge and skills;
- Employ a good code writing style that includes proper naming and
sufficient comments;
- Update/ write technical documentation on codes and algo",Software Developer,"- At least 1 year of working experience with C#/ .NET; - Bachelor's or higher degree in Computer Sciences, Physics, Mathematics or related disciplines; - Good grades in undergraduate and other studies; - Strong problem-solving skills and ability to be a s"
"- At least 1 year of experience in QA;
- Fast learner; 
- Good team player;
- Basic knowledge of programming languages is a plus.","The QA Engineer will be responsible for Manual and
Automated testing and managing.","- Write test plans and test cases throughout the development lifecycle;
- Report bugs, defects and other issues, and make recommendations around
them;
- Ensure test plans thoroughly cover all requirements and use cases;
- Responsible for project plann",QA Engineer,- At least 1 year of experience in QA; - Fast learner;  - Good team player; - Basic knowledge of programming languages is a plus.The QA Engineer will be responsible for Manual and Automated testing and managing.- Write test plans and test cases throughout
"- Higher education;
- Experience in sales;
- Computer skills;
- Ability to work in a team;
- Communication and presentation skills;
- Goal-seeking and successive personality;
- Availability of a driving license.","""Olimp Sant"" LLC is looking for a qualified candidate
for the position of Sales Manager.","- Get full information on the company's activity;
- Attend all the meetings organized by the company;
- Provide the management with full information on market situation;
- Visit stores due to the schedule set by the company;
- Acquire full information",Sales Manager,"- Higher education; - Experience in sales; - Computer skills; - Ability to work in a team; - Communication and presentation skills; - Goal-seeking and successive personality; - Availability of a driving license.""Olimp Sant"" LLC is looking for a qualified "
"- Strong knowledge of modern Web Standards: HTML5, CSS3;
- JavaScript/ jQuery experience; ability to write plugins;
- Experience in PHP object-oriented design, MVC architecture, frameworks
and development;
- Experience in MySQL;
- Experience in respo","Joomag AM LLC is seeking for a motivated and
highly-skilled Web Developer. The candidate should be an expert in
Javascript, CSS and PHP, should thrive on quality and be passionate about
what he/ she is doing.","- Lead development efforts on large-scale web-based projects, ensuring
robust and lasting solutions are implemented;
- Work closely with web and mobile designers and translate their designs
into websites, apps, HTML e-mails and interactive experiences;",Web Developer,"- Strong knowledge of modern Web Standards: HTML5, CSS3; - JavaScript/ jQuery experience; ability to write plugins; - Experience in PHP object-oriented design, MVC architecture, frameworks and development; - Experience in MySQL; - Experience in responsive"
"- Strong knowledge of PHP, MySQL;
- 2 years of software development experience in PHP;
- BS/ MS degree in Computer Science, Engineering or a related subject;
- Demonstrable knowledge of web technologies including HTML, CSS,
JavaScript;
- Experience w","Joomag AM LLC is seeking for a highly motivated PHP
Developer who will become part of the company's team and contribute to
all aspects of the ongoing software development from the initiation,
through to developing, testing and launching.","- Take part in development efforts on large-scale web-based projects,
ensuring robust and lasting solutions are implemented;
- Develop scalable, secure and high-performance backend functionality for
web-based projects;
- Write 'clean', well designed c",PHP Developer,"- Strong knowledge of PHP, MySQL; - 2 years of software development experience in PHP; - BS/ MS degree in Computer Science, Engineering or a related subject; - Demonstrable knowledge of web technologies including HTML, CSS, JavaScript; - Experience with s"
"- At least 2 years of experience in developing Java web-based
applications;
- Strong Java and Spring/ Spring MVC development experience in a project
setting;
- Experience with JSP, AJAX, JQuery and JavaScript;
- Experience with XML, HTML, CSS, cross-","EPAM Systems, Inc. is seeking for Senior Java
Developers to join the company's team in developing enterprise-level
software solutions. The company is looking for energetic people who are
ready for new challenges, teamwork, and Agile software development.","- Lead or contribute to the software development effort - subject to
seniority/ experience;
- Participate in all cycles of software design and development;
- Contribute to the quality of coding and assure conformance of source
codes to set standards;",Java Developer,"- At least 2 years of experience in developing Java web-based applications; - Strong Java and Spring/ Spring MVC development experience in a project setting; - Experience with JSP, AJAX, JQuery and JavaScript; - Experience with XML, HTML, CSS, cross-brows"
"- Higher education;
- At least 2 years of experience in Executive Assistant's position;
- Fluency in Armenian, English and Russian languages, both spoken and
written;
- Computer literacy;
- Good communication and interpersonal skills.","Ernst & Young CJSC invites applications from qualified
candidates for the position of Executive Assistant for the EY office in
Yerevan. A successful candidate will be expected to ensure efficient
secretarial support to the office.","- Process all kind of telephone calls, incoming and outgoing mail and
faxes; deal with internal and external queries;
- Draft documents and business letters as required; produce reports and
information memoranda;
- Provide written and oral translation",Executive Assistant,"- Higher education; - At least 2 years of experience in Executive Assistant's position; - Fluency in Armenian, English and Russian languages, both spoken and written; - Computer literacy; - Good communication and interpersonal skills.Ernst & Young CJSC in"
"- Strong knowledge of PHP, MySQL;
- 2 years of software development experience in PHP;
- BS/ MS degree in Computer Science, Engineering or a related subject;
- Demonstrable knowledge of web technologies including HTML, CSS,
JavaScript;
- Experience w","Joomag AM LLC is seeking for a highly motivated PHP
Developer who will become part of the company's team and contribute to
all aspects of the ongoing software development from the initiation,
through to developing, testing and launching.","- Take part in development efforts on large-scale web-based projects,
ensuring robust and lasting solutions are implemented;
- Develop scalable, secure and high-performance backend functionality for
web-based projects;
- Write 'clean', well designed c",PHP Developer,"- Strong knowledge of PHP, MySQL; - 2 years of software development experience in PHP; - BS/ MS degree in Computer Science, Engineering or a related subject; - Demonstrable knowledge of web technologies including HTML, CSS, JavaScript; - Experience with s"
"- University degree, preferably in Business, Marketing or Financial
Services; 
- Ability to think strategically and create effective partnerships; 
- At least 5 years of relevant work experience; 
- Experience in the banking sphere will be a plus;
- ","Career Center Partner Company in the banking sphere is
seeking an experienced Marketing Manager to lead its Marketing
initiatives. The incumbent will be responsible for the development,
management and execution of annual marketing plans and budgets that align
with the bank's overall strategy and business objectives.","- Manage and develop agenda for reaching the bank's marketing goalsand
objectives and in conformance with all banking regulations;
- Stay abreast of market trends to position the bank's products and
services appropriately to its customers;
- Develop s",Marketing Manager,"- University degree, preferably in Business, Marketing or Financial Services;  - Ability to think strategically and create effective partnerships;  - At least 5 years of relevant work experience;  - Experience in the banking sphere will be a plus; - Prove"
"- At least 3 years of work experience (sphere of beverages is highly
appreciated);
- MS degree in Management or Marketing is preferable;
- Basic knowledge of logistics;
- Sound general business management understanding (finance, marketing,
operations","Parma LLC is looking for an experienced Brand Manager
who is passionate about uncovering consumer insights and delivering
innovative marketing campaigns. He/ she will join a dynamic and
fast-paced environment and will generate strategies that grow market
share and brands reputation, improve customer experience and drive
growth. The workplace is at Andako company.","- Lead the strategic planning process for the assigned brands based on
key consumer insights to enhance current portfolio and improve
communication with consumers;
- Monitor and analyze business performance vis--vis business goals
(awareness, share, c",Brand Manager,"- At least 3 years of work experience (sphere of beverages is highly appreciated); - MS degree in Management or Marketing is preferable; - Basic knowledge of logistics; - Sound general business management understanding (finance, marketing, operations); - "
"- Higher education in Law;
- At least 3 years of work experience in banking sphere as a Lawyer;
- Excellent knowledge of Armenian Banking Legislation;
- Strong interpersonal and communication skills, ability to work in
teams;
- High sense of responsi","The incumbent will be representing the bank in the
legal entities, preparing and analyzing legal documents.","- Analyze legal documents, conduct investigation to check the documents
related to the pledges, prepare conclusions; 
- Serve legal procedures of the bank, perform legal proceedings, prepare
legal materials, the drafts of requests, disputes and claims;",Lawyer,"- Higher education in Law; - At least 3 years of work experience in banking sphere as a Lawyer; - Excellent knowledge of Armenian Banking Legislation; - Strong interpersonal and communication skills, ability to work in teams; - High sense of responsibilit"
"- University degree in Economics;
- At least 5 years of experience in accounting and financial management;
- Ability to work under time pressure;
- Perfect knowledge of Armenian and Russian languages;
- Good knowledge on taxation legislation and accou","The Chief Accountant of the company will be responsible
for full accounting and financial analyses of the company.","- Create and coordinate accounting/ financial management procedures and
general accounting reporting;
- Implement and control on integrity and accuracy of accounting and
internal financial reporting;
- Provide information to financial coordinators on ",Chief Accountant,- University degree in Economics; - At least 5 years of experience in accounting and financial management; - Ability to work under time pressure; - Perfect knowledge of Armenian and Russian languages; - Good knowledge on taxation legislation and accountin
"- Masters  degree in Business Administration, Economics, Computer
Science, or any related field;
- At least 4 years of experience in project management with at least 2
years in IT project management;
- Proven ability to coordinate projects with skills","The incumbent has to take the lead and ownership of
product and will be responsible for planning, monitoring and controlling
the project with the objective of delivering it on time, on scope and
within budget.  The Project Manager will define the projects scope,
objectives and deliverables to oversee quality control throughout its
life cycle. He/ she will   direct and coordinate all resources and
stakeholders to ensure project results conform to quality, time and
budgetary stipulations.","The Project Manager will be responsible for but not limited to:
- Plan  the project in order to accomplish its goals within constraints
such as time, cost and agreed quality standards;
- Direct and manage the project on a day-to-day basis;
- Identify and manage project dependencies and critical path;
- Indentify project risks and define strategies for risk mitigation and
contingency planning, change management;
- Monitor and document project progress;
- Coordinate communication between project stakeholders.",Project Manager,"- Masters  degree in Business Administration, Economics, Computer Science, or any related field; - At least 4 years of experience in project management with at least 2 years in IT project management; - Proven ability to coordinate projects with skills in "
"- B.S. in Computing Science;
- At least 2 years of work experience in PHP5, MySQL, JavaScript;
- Strong understanding of OOP and Design Patterns;
- Experience with HTML(5) and CSS;
- Experience with Agile development methodologies;
- Mastery of techn","Telegate LLC is looking for a PHP Developer to work on
new and exiting projects.","- Design and develop enterprise web applications;
- Design and build reusable modules to be used throughout company
products;
- Maintain and enhance companys existing products;
- Design and optimize databases.",PHP Developer,"- B.S. in Computing Science; - At least 2 years of work experience in PHP5, MySQL, JavaScript; - Strong understanding of OOP and Design Patterns; - Experience with HTML(5) and CSS; - Experience with Agile development methodologies; - Mastery of technical "
"- At least 2 years of work experience in database design, development and
optimization technology;
- Excellent knowledge of C#, ASP.NET, SQL, PL/ SQL;
- Knowledge of PHP, MySQL, JAVASCRIPT, AJAX(JQUERY);
- Good knowledge of Armenian and Russian langua","The incumbent must have experience in object oriented
programming and developing client server applications.","- Develop and design software systems for the company;
- Analyze new software requirements;
- Perform object-oriented analysis, design and testing;
- Create reports from DB. Receivable including technical requirements
documents, use cases and diagrams",Web Developer,"- At least 2 years of work experience in database design, development and optimization technology; - Excellent knowledge of C#, ASP.NET, SQL, PL/ SQL; - Knowledge of PHP, MySQL, JAVASCRIPT, AJAX(JQUERY); - Good knowledge of Armenian and Russian languages,"
"- University degree in Accounting or Finance; 
- At least 2-3 years of professional experience;
- Knowledge of the accounting, tax and financial legislation;
- Analytical thinking;
- Ability to work in a team;
- Ability to work under pressure; 
- Ab","""ECO Consult"" in coordination with GIZ Office Armenia
is implementing ""Integrated Erosion Control in Mountainous Areas of the
South Caucasus"" project in Armenia. Some activities of the project will
be mandated to the local organizations, mainly NGOs. In the scope of the
mentioned project ""ECO Consult"" is looking for a suitable candidate for
the position of the Accountant under the supervision of the
Administrator. The Accountant will be mainly responsible for keeping
records of the expenses for the project partners (NGO and other
entities). He/ she will have to make sure that proper accounting system
is in place with the partner organizations and the necessary receipts/
bills are available for the project. The Accountant will use the special
software created by the project (in Excel workbook) for preparing the
reports. He/ she will report to the Project Administrator and will
closely work with the project hosting organization.","- Run accountancy of the sub projects (subsidy provision) implemented by
the local partners;
- Properly and in time prepare the financial reports on the costs,
expenses of the partners through the accounting software of the project;
- Receive, collect",Accountant,"- University degree in Accounting or Finance;  - At least 2-3 years of professional experience; - Knowledge of the accounting, tax and financial legislation; - Analytical thinking; - Ability to work in a team; - Ability to work under pressure;  - Ability "
"- Degree in Accounting, Finance or Economics; at least 3 to 5 years of
accounting experience in Armenia;
- Knowledge of the accounting, tax (Income Tax, VAT, Profit Tax, Customs)
and labour legislation;
- Experience in procedure and timely composition","The company is presently doing the Construction of -
220 KV/ Single Circuit  Noraduz  Lichk - Vardenis - Vayk - Vorotan 1,
over head Transmission Line of 228 KM for High Voltage Electric Networks
in Armenia. In the scope of the mentioned project the company is looking
for a suitable candidate for the position of the Accountant who will be
responsible for complete accounting and taxation aspects of the project.","- Maintain accounting software (ARMSOFT) and record all financial
activities in books of account according to Armenian accounting
regulations;
- Document all transactions of the branch according to Armenian Laws;
- Maintain a petty cash book (approved",Accountant,"- Degree in Accounting, Finance or Economics; at least 3 to 5 years of accounting experience in Armenia; - Knowledge of the accounting, tax (Income Tax, VAT, Profit Tax, Customs) and labour legislation; - Experience in procedure and timely composition of "
"- Fluency in Armenian, Russian and English languages;
- University degree in the applicable fields, preferably in the field of
Business Administration and Management;
- At least 3 years or equivalent work-related experience supporting
Executives; 
- ","Dis Properties Charity Foundation is looking for an
Executive Assistant to join  its team.","- Responsible for day-to-day office operations, procedures related to
Director;
- Document, communicate and manage internal policies and procedures for
Executive support;
- Collaborate to maintain the Directors complex calendars, coordinate
and sched",Executive Assistant,"- Fluency in Armenian, Russian and English languages; - University degree in the applicable fields, preferably in the field of Business Administration and Management; - At least 3 years or equivalent work-related experience supporting Executives;  - At le"
"- Strong knowledge of PHP, MySQL;
- 2 years of software development experience in PHP;
- BS/ MS degree in Computer Science, Engineering or a related subject;
- Demonstrable knowledge of web technologies including HTML, CSS,
JavaScript;
- Experience w","GAVR is seeking for a highly motivated Web Developer
who will become part of the company's team and contribute to all aspects
of the ongoing software development from the initiation, through to
developing, testing and launching.","- Lead development efforts on large-scale web-based projects, ensuring
robust and lasting solutions are implemented;
- Test, debug and build code that works across multiple browsers and
digital platforms;
- Write 'clean', well designed code;
- Troubl",Web Developer,"- Strong knowledge of PHP, MySQL; - 2 years of software development experience in PHP; - BS/ MS degree in Computer Science, Engineering or a related subject; - Demonstrable knowledge of web technologies including HTML, CSS, JavaScript; - Experience with s"
"- Higher Pharmaceutical/ Medical education;
- Work experience would be an advantage;
- Fluency in Russian language; knowledge of English language is
preferred;
- Ability to work effectively in a team;
- Excellent interpersonal, communication and netw","Krka Pharmaceutical Company d.d. Novo mesto RO Armenia
is looking for an enthusiastic and self-motivated person who will combine
excellent interpersonal and organizational skills and have the ability to
adapt to an international environment.","- Promote the company's drugs in Yerevan and regions;
- Pay regular visits to drugstores and doctors in hospitals and clinics;
- Organize conferences, round tables and presentations.",Medical Representative,"- Higher Pharmaceutical/ Medical education; - Work experience would be an advantage; - Fluency in Russian language; knowledge of English language is preferred; - Ability to work effectively in a team; - Excellent interpersonal, communication and networkin"
"- At least 3 years of Java programming experience;
- Extensive knowledge of Web Front End technologies: Apache Wicket,
Struts 2, JSF;
- Extensive knowledge of MySQL, Hibernate;
- Experience with backend development/ individual application
development","The incumbent will join the software development team
to work on software project(s).","- Participate in all stages of web application design and development;
- Responsible for software development for new applications and 
pre-developed Java applications.",Java Developer,"- At least 3 years of Java programming experience; - Extensive knowledge of Web Front End technologies: Apache Wicket, Struts 2, JSF; - Extensive knowledge of MySQL, Hibernate; - Experience with backend development/ individual application development; - E"
"- BS or MS in Computer Science or a related field;
- At least 3 years of experience as a QA Engineer;
- Experience with testing high performance systems is a plus;
- Ability to analyze product and project requirements, functional
specifications, and t","IUNetworks LLC is looking for a QA Engineer who will
have the primary responsibility to define test cases, develop test
scripts, execute tests and report the tests results. The incumbent should
provide automation of test cases; work under general supervision;
typically report to a QA Manager. A certain degree of creativity and
self-motivation is required.","Specific work elements of the job include but are not limited to:
- Write test cases throughout the development lifecycle;
- Plan, schedule and perform manual and automated software tests;
- Develop automated regression test suites using automated testing
tools;
- Work closely with Software Developers to perform early testing on
components prior to integration builds;
- Responsible for defect tracking and bug reporting.",QA Engineer,"- BS or MS in Computer Science or a related field; - At least 3 years of experience as a QA Engineer; - Experience with testing high performance systems is a plus; - Ability to analyze product and project requirements, functional specifications, and techn"
"- Bachelor's degree in Linguistics and Humanities, or relevant fields;
- Strong written and verbal skills in Armenian, English and Russian
languages;
- High level of computer literacy (MS Office, Internet, etc.);
- High sense of responsibility and acc","The Receptionist/ Administrative Assistant will
primarily contribute to the overall front office activities on a
day-to-day basis.","- Coordinate all administrative tasks;
- Manage the reception area to ensure effective telephone and mail
communications both internally and externally;
- Organize logistical arrangements (transportation, accommodation, visa
processing, airport transf",Receptionist/ Administrative Assistant,"- Bachelor's degree in Linguistics and Humanities, or relevant fields; - Strong written and verbal skills in Armenian, English and Russian languages; - High level of computer literacy (MS Office, Internet, etc.); - High sense of responsibility and accurac"
